,sim_id,policy,time,RT,WT
91,14,optimization,44,16.042384505842886,0
92,14,optimization,51,17.830241714373912,0
93,14,optimization,53,24.614076021109117,6
94,14,optimization,58,0.0,0
95,3,optimization,5,6.2349140181587615,0
96,3,optimization,8,4.793559294209459,0
97,3,optimization,12,7.295720275915071,0
98,3,optimization,14,10.008202861245666,0
99,3,optimization,18,8.89881306104288,0
100,3,optimization,22,17.566392485075557,0
101,3,optimization,31,7.814491880397674,0
102,3,optimization,32,17.578915486109295,0
103,3,optimization,36,3.9332897394279493,2
104,3,optimization,38,19.02278354869493,5
105,16,optimization,7,4.134837225778761,0
106,16,optimization,11,0.0,0
107,16,optimization,14,5.8394473290658,0
108,16,optimization,14,3.881989176165351,0
109,16,optimization,16,3.080925802516947,0
110,16,optimization,18,22.399501148552364,0
111,16,optimization,33,24.576408378468887,0
112,16,optimization,36,10.276930286842623,0
113,16,optimization,39,12.181959125845548,0
114,16,optimization,44,7.192605891515118,0
115,16,optimization,45,10.106548650283333,0
116,7,optimization,10,13.49266088587601,0
117,7,optimization,15,5.44042708289931,0
118,7,optimization,20,12.61337764961242,0
119,7,optimization,35,9.838322046326725,0
120,7,optimization,37,6.81513608911198,0
121,7,optimization,39,4.1703022790450754,0
122,7,optimization,43,10.557135947479447,0
123,7,optimization,51,15.485344443321688,2
124,7,optimization,55,5.520004633428652,5
125,7,optimization,58,25.717470526252647,14
126,6,optimization,4,12.339557771142331,0
127,6,optimization,8,11.532249734897588,0
128,6,optimization,17,12.926787873481267,0
129,6,optimization,19,16.09476758577826,0
130,6,optimization,20,21.566878946474883,0
131,6,optimization,26,10.313227618802959,0
132,6,optimization,33,15.961727084137284,4
133,6,optimization,46,16.305597413288684,15
134,6,optimization,48,10.781678586666724,9
135,6,optimization,55,19.331787161481373,7
136,18,optimization,3,3.6015793659291964,0
137,18,optimization,6,18.443079782192296,0
138,18,optimization,10,6.624319424204487,0
139,18,optimization,12,11.157143147294,0
140,18,optimization,17,11.717470526252646,0
141,18,optimization,21,18.327851864317413,0
142,18,optimization,29,4.726986561920903,2
143,18,optimization,42,23.04439856773824,19
144,18,optimization,51,26.13998111798732,25
145,18,optimization,54,27.170302279045075,23
146,18,optimization,59,43.59670374006113,36
147,18,optimization,59,44.406899531750206,35
148,5,optimization,6,0.0,0
149,5,optimization,12,14.40116200740301,0
150,5,optimization,14,10.760728603102468,0
151,5,optimization,20,6.79896748253808,0
152,5,optimization,22,8.546862904310261,0
153,5,optimization,24,5.8394473290658,0
154,5,optimization,26,20.309496983428335,0
155,5,optimization,46,17.203309772647096,9
156,5,optimization,47,10.297654478702986,3
157,5,optimization,47,26.7462364588942,18
158,5,optimization,48,12.97841464929236,5
159,5,optimization,50,27.384061619406317,13
160,0,optimization,1,1.2928055334009287,0
161,0,optimization,7,3.080925802516947,0
162,0,optimization,8,15.81256637599367,0
163,0,optimization,8,9.488198227817012,0
164,0,optimization,8,13.638061749996393,0
165,0,optimization,10,17.919738749555872,0
166,0,optimization,15,14.838322046326725,5
167,0,optimization,25,7.672691747853916,0
168,0,optimization,28,26.717470526252647,15
169,0,optimization,36,6.4530705986459544,5
170,0,optimization,38,13.035735957576057,4
171,0,optimization,45,18.717470526252647,7
172,0,optimization,50,22.51614092143771,11
173,0,optimization,51,43.21853058220507,26
174,0,optimization,53,30.76846922714792,23
175,19,optimization,1,9.973234679106726,0
176,19,optimization,2,0.0,0
